Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
01/01/2020,85,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,28,25,85,19
01/02/2020,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,20,66,17
01/03/2020,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,28,77,20
01/04/2020,67,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,30,16,67,16
01/05/2020,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,17,64,17
01/06/2020,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,32,12,55,19
01/07/2020,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,24,24,75,16
01/08/2020,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,26,22,72,11
01/09/2020,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,33,8,49,15
01/10/2020,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,32,12,52,16
01/11/2020,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,33,10,52,16
01/12/2020,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,30,8,58,10
01/13/2020,32,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,32,6,32,7
01/14/2020,38,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,33,6,38,18
01/15/2020,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,32,14,55,17
01/16/2020,38,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,34,5,38,5
01/17/2020,33,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,6,33,9
01/18/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,7,53,9
01/19/2020,70,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,26,18,70,18
01/20/2020,75,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,26,22,75,16
01/21/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,32,7,53,12
01/22/2020,34,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,30,6,34,16
01/23/2020,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,26,15,58,14
01/24/2020,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,25,17,68,10
01/25/2020,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,26,19,70,8
01/26/2020,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,6,46,8
01/27/2020,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,7,46,9
01/28/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,8,52,13
01/29/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,31,10,52,13
01/30/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,27,13,57,14
01/31/2020,73,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,33,19,73,19
02/01/2020,84,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,31,19,84,13
02/02/2020,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,35,10,51,11
02/03/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,6,29,9
02/04/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,5,37,11,36,20
02/05/2020,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,34,23,67,21
02/06/2020,76,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,38,29,76,25
02/07/2020,79,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,42,26,79,22
02/08/2020,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,38,15,60,15
02/09/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,6,24,13
02/10/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,6,39,16,33,23
02/11/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,7,38,13,34,20
02/12/2020,67,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,21,67,23
02/13/2020,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,46,23,75,20
02/14/2020,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,45,32,75,19
02/15/2020,89,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,43,24,89,14
02/16/2020,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,40,17,62,12
02/17/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,3,43,22,34,4
02/18/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,40,20,53,20
02/19/2020,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,40,29,63,24
02/20/2020,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,36,35,64,18
02/21/2020,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,40,31,60,24
02/22/2020,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,43,20,59,17
02/23/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,36,19,57,11
02/24/2020,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,40,28,51,7
02/25/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,3,39,21,23,19
02/26/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,3,43,23,40,15
02/27/2020,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,37,23,52,23
02/28/2020,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,48,29,55,17
02/29/2020,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,42,15,46,6
03/01/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,7,12,10
03/02/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,30,11,11
03/03/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,19,16,14
03/04/2020,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,50,28,53,18
03/05/2020,64,Ozone,Paradise - Airport,06-007-0007,AQS,3,64,31,59,14
03/06/2020,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,40,18,46,8
03/07/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,5,16,3
03/08/2020,30,Ozone,Paradise - Airport,06-007-0007,AQS,2,30,4,21,10
03/09/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,12,30,9
03/10/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,16,32,13
03/11/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,20,37,9
03/12/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,26,30,11
03/13/2020,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,40,30,51,20
03/14/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,6,21,3
03/15/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,3,14,2
03/16/2020,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,5,24,7
03/17/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,,11,5
03/18/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,3,16,8
03/19/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,5,36,,27,9
03/20/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,,27,8
03/21/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,,42,8
03/22/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,,38,9
03/23/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,,29,13
03/24/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,,16,3
03/25/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,,22,8
03/26/2020,35,Ozone,Paradise - Airport,06-007-0007,AQS,3,35,5,32,11
03/27/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,3,44,8,33,14
03/28/2020,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,39,14,48,5
03/29/2020,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,6,31,3
03/30/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,6,22,3
03/31/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,5,14,3
04/01/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,10,3
04/02/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,4,33,9
04/03/2020,47,PM2.5,Paradise - Theater,06-007-2002,AQS,2,43,6,47,11
04/04/2020,34,PM2.5,Paradise - Theater,06-007-2002,AQS,2,34,6,34,6
04/05/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,2,14,5
04/06/2020,35,Ozone,Chico-East Avenue,06-007-0008,AQS,2,35,3,20,8
04/07/2020,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,4,23,6
04/08/2020,31,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,30,8,31,
04/09/2020,32,PM2.5,Paradise - Theater,06-007-2002,AQS,2,31,6,32,9
04/10/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,9,26,8
04/11/2020,43,PM2.5,Paradise - Theater,06-007-2002,AQS,2,36,11,43,7
04/12/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,8,36,9
04/13/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,9,33,9
04/14/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,9,22,11
04/15/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,17,36,14
04/16/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,16,29,11
04/17/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,22,32,7
04/18/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,19,34,3
04/19/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,17,29,5
04/20/2020,48,PM2.5,Paradise - Theater,06-007-2002,AQS,2,39,21,48,11
04/21/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,17,36,8
04/22/2020,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,20,37,8
04/23/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,13,16,6
04/24/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,10,22,6
04/25/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,9,26,8
04/26/2020,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,23,34,6
04/27/2020,34,Ozone,Chico-East Avenue,06-007-0008,AQS,2,34,12,31,8
04/28/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,13,23,8
04/29/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,37,38,7
04/30/2020,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,19,28,5
05/01/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,24,48,6
05/02/2020,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,23,19,2
05/03/2020,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,8,19,6
05/04/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,,41,8
05/05/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,,36,8
05/06/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,,39,1
05/07/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,,22,9
05/08/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,25,40,8
05/09/2020,93,Ozone,Paradise - Airport,06-007-0007,AQS,2,93,32,48,9
05/10/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,30,49,4
05/11/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,19,29,4
05/12/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,6,12,4
05/13/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,9,22,3
05/14/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,9,26,3
05/15/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,8,19,6
05/16/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,12,21,4
05/17/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,1,34,5,19,1
05/18/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,4,14,3
05/19/2020,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,3,11,5
05/20/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,6,32,6
05/21/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,21,4
05/22/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,6,18,2
05/23/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,4,14,6
05/24/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,28,7
05/25/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,8,29,7
05/26/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,14,32,8
05/27/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,.,41,7
05/28/2020,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,19,32,9
05/29/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,26,37,5
05/30/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,7,22,7
05/31/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,8,26,7
06/01/2020,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,,28,6
06/02/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,,29,8
06/03/2020,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,,29,8
06/04/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,,40,5
06/05/2020,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,,55,3
06/06/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,1,36,,22,1
06/07/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,1,31,,11,2
06/08/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,1,37,,8,5
06/09/2020,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,,22,12
06/10/2020,32,Ozone,Paradise - Airport,06-007-0007,AQS,2,32,,21,8
06/11/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,,33,4
06/12/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,,20,3
06/13/2020,33,Ozone,Paradise - Airport,06-007-0007,AQS,1,33,,22,5
06/14/2020,32,Ozone,Paradise - Airport,06-007-0007,AQS,1,32,,25,7
06/15/2020,32,Ozone,Paradise - Airport,06-007-0007,AQS,2,32,,18,7
06/16/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,,14,1
06/17/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,,18,7
06/18/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,10,14,6
06/19/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,16,29,12
06/20/2020,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,21,51,4
06/21/2020,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,11,38,5
06/22/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,21,49,7
06/23/2020,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,28,56,5
06/24/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,25,51,5
06/25/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,26,55,6
06/26/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,37,58,10
06/27/2020,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,27,49,3
06/28/2020,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,1,37,21,44,2
06/29/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,14,21,7
06/30/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,13,31,6
07/01/2020,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,,,42,11
07/02/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,,52,5
07/03/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,,48,5
07/04/2020,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,54,,57,7
07/05/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,,57,6
07/06/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,,53,4
07/07/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,,43,7
07/08/2020,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,20,39,8
07/09/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,22,41,10
07/10/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,19,38,6
07/11/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,14,30,5
07/12/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,,28,8
07/13/2020,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,,48,7
07/14/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,,56,
07/15/2020,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,,59,
07/16/2020,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,,52,
07/17/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,,49,
07/18/2020,52,PM2.5,Paradise - Theater,06-007-2002,AQS,3,50,20,52,6
07/19/2020,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,25,56,7
07/20/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,29,52,6
07/21/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,27,51,5
07/22/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,22,43,6
07/23/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,20,37,5
07/24/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,25,47,4
07/25/2020,47,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,42,23,47,5
07/26/2020,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,21,54,7
07/27/2020,47,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,47,23,47,6
07/28/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,28,52,6
07/29/2020,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,23,46,8
07/30/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,22,42,9
07/31/2020,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,23,38,8
08/01/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,19,36,8
08/02/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,18,39,6
08/03/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,20,52,7
08/04/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,,38,5
08/05/2020,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,,44,5
08/06/2020,49,Ozone,Paradise - Airport,06-007-0007,AQS,2,49,27,46,5
08/07/2020,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,29,49,6
08/08/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,28,52,9
08/09/2020,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,25,49,7
08/10/2020,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,33,59,10
08/11/2020,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,33,51,4
08/12/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,25,53,5
08/13/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,29,48,13
08/14/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,31,47,8
08/15/2020,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,20,47,8
08/16/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,24,35,13
08/17/2020,55,PM2.5,Paradise - Theater,06-007-2002,AQS,2,50,26,55,9
08/18/2020,100,Ozone,Paradise - Airport,06-007-0007,AQS,5,100,44,82,14
08/19/2020,110,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,41,59,110,12
08/20/2020,169,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,119,86,169,18
08/21/2020,210,PM2.5,Chico-East Avenue,06-007-0008,AQS,15,159,108,210,22
08/22/2020,195,PM2.5,Chico-East Avenue,06-007-0008,AQS,14,179,98,195,12
08/23/2020,177,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,105,81,177,13
08/24/2020,172,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,11,108,81,172,9
08/25/2020,172,PM2.5,Paradise - Theater,06-007-2002,AQS,11,87,76,172,11
08/26/2020,140,PM2.5,Paradise - Theater,06-007-2002,AQS,7,87,62,140,8
08/27/2020,99,PM2.5,Paradise - Theater,06-007-2002,AQS,6,61,51,99,9
08/28/2020,121,PM2.5,Paradise - Theater,06-007-2002,AQS,7,112,60,121,16
08/29/2020,148,PM2.5,Paradise - Theater,06-007-2002,AQS,7,105,67,148,9
08/30/2020,108,PM2.5,Paradise - Theater,06-007-2002,AQS,7,61,,108,8
08/31/2020,127,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,77,,127,10
09/01/2020,94,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,87,,94,14
09/02/2020,85,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,61,64,85,7
09/03/2020,90,PM2.5,Paradise - Theater,06-007-2002,AQS,5,74,59,90,8
09/04/2020,156,PM2.5,Paradise - Theater,06-007-2002,AQS,6,74,65,156,13
09/05/2020,112,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,100,60,112,9
09/06/2020,130,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,87,60,130,11
09/07/2020,138,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,44,67,138,11
09/08/2020,119,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,43,115,119,12
09/09/2020,118,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,21,110,118,13
09/10/2020,203,PM2.5,Chico-East Avenue,06-007-0008,AQS,18,40,147,203,17
09/11/2020,199,PM2.5,Chico-East Avenue,06-007-0008,AQS,15,49,136,199,23
09/12/2020,305,PM2.5,Chico-East Avenue,06-007-0008,AQS,41,105,186,305,13
09/13/2020,508,PM2.5,Chico-East Avenue,06-007-0008,AQS,55,61,251,508,13
09/14/2020,245,PM2.5,Chico-East Avenue,06-007-0008,AQS,26,97,139,245,17
09/15/2020,166,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,101,85,166,15
09/16/2020,153,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,84,77,153,25
09/17/2020,137,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,50,83,137,13
09/18/2020,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,42,53,62,6
09/19/2020,79,PM2.5,Paradise - Theater,06-007-2002,AQS,6,38,40,79,12
09/20/2020,141,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,58,60,141,12
09/21/2020,187,PM2.5,Paradise - Theater,06-007-2002,AQS,14,100,74,187,18
09/22/2020,139,PM2.5,Paradise - Theater,06-007-2002,AQS,6,58,51,139,9
09/23/2020,165,PM2.5,Paradise - Theater,06-007-2002,AQS,7,51,54,165,15
09/24/2020,69,PM2.5,Paradise - Theater,06-007-2002,AQS,3,29,39,69,8
09/25/2020,64,PM2.5,Paradise - Theater,06-007-2002,AQS,5,35,38,64,11
09/26/2020,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,38,48,64,10
09/27/2020,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,33,45,75,8
09/28/2020,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,36,34,62,15
09/29/2020,128,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,105,75,128,21
09/30/2020,155,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,100,67,155,9
10/01/2020,188,PM2.5,Paradise - Theater,06-007-2002,AQS,5,97,84,188,17
10/02/2020,167,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,87,81,167,23
10/03/2020,172,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,77,83,172,18
10/04/2020,172,PM2.5,Paradise - Theater,06-007-2002,AQS,,97,74,172,12
10/05/2020,107,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,46,58,107,13
10/06/2020,91,PM2.5,Paradise - Theater,06-007-2002,AQS,,61,55,91,13
10/07/2020,85,PM2.5,Chico-East Avenue,06-007-0008,AQS,,77,58,85,18
10/08/2020,80,PM2.5,Chico-East Avenue,06-007-0008,AQS,,42,57,80,16
10/09/2020,82,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,43,51,82,10
10/10/2020,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,32,31,55,8
10/11/2020,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,37,25,37,12
10/12/2020,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,44,43,63,19
10/13/2020,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,37,41,62,15
10/14/2020,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,38,45,54,1
10/15/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,35,49,52,15
10/16/2020,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,30,33,44,14
10/17/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,35,33,52,16
10/18/2020,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,36,22,53,13
10/19/2020,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,37,31,55,19
